,Date,neighborhood
7540,2013-08-15,Dunning
7541,2013-08-15,Dunning
7542,2013-08-15,Dunning
7543,2013-08-15,Dunning
7544,2013-08-15,Dunning
7545,2013-08-15,Dunning
7546,2013-08-15,Dunning
7547,2013-08-15,Dunning
7548,2013-08-15,Dunning
7549,2013-08-15,Dunning
7550,2013-08-15,Dunning
7551,2013-08-15,Dunning
7552,2013-08-15,Dunning
7553,2013-08-15,Dunning
7554,2013-08-15,Dunning
7555,2013-08-15,Dunning
7556,2013-08-15,Dunning
7557,2013-08-15,Dunning
7558,2013-08-15,Dunning
7559,2013-08-15,Dunning
7560,2013-08-15,Dunning
7561,2013-08-15,Dunning
7562,2013-08-15,Dunning
7563,2013-08-15,Dunning
7564,2013-08-15,Dunning
7565,2013-08-15,Dunning
7566,2013-08-15,Dunning
7567,2013-08-15,Dunning
7568,2013-08-15,Dunning
7569,2013-08-15,Dunning
7570,2013-08-15,Dunning
7571,2013-08-15,Dunning
7572,2013-08-15,Dunning
7573,2013-08-15,Dunning
7574,2013-08-15,Dunning
7575,2013-08-15,Dunning
7576,2013-08-15,Dunning
7577,2013-08-15,Dunning
7578,2013-08-15,Dunning
7579,2013-08-15,Dunning
7580,2013-08-15,Dunning
7581,2013-08-15,Dunning
7582,2013-08-15,Dunning
7583,2013-08-15,Dunning
7584,2013-08-15,Dunning
7585,2013-08-15,Dunning
7586,2013-08-15,Dunning
7587,2013-08-15,Dunning
7588,2013-08-15,Dunning
7589,2013-08-15,Dunning
7590,2013-08-15,Dunning
7591,2013-08-15,Dunning
7592,2013-08-15,Dunning
7593,2013-08-15,Dunning
7594,2013-08-15,Dunning
7595,2013-08-15,Dunning
7596,2013-08-15,Dunning
7597,2013-08-15,Dunning
7598,2013-08-15,Dunning
7599,2013-08-15,Dunning
7600,2013-08-15,Dunning
7601,2013-08-15,Dunning
7602,2013-08-15,Dunning
7603,2013-08-15,Dunning
7604,2013-08-15,Dunning
7605,2013-08-15,Dunning
7606,2013-08-15,Dunning
7607,2013-08-15,Dunning
7608,2013-08-15,Dunning
7609,2013-08-15,Dunning
7610,2013-08-15,Dunning
7611,2013-08-15,Dunning
7612,2013-08-15,Dunning
7613,2013-08-15,Dunning
7614,2013-08-15,Dunning
7615,2013-08-15,Dunning
7616,2013-08-15,Dunning
7617,2013-08-15,Dunning
7618,2013-08-15,Dunning
7619,2013-08-15,Dunning
7620,2013-08-15,Dunning
7621,2013-08-15,Dunning
7622,2013-08-15,Dunning
7623,2013-08-15,Dunning
7624,2013-08-15,Dunning
7625,2013-08-15,Dunning
7626,2013-08-15,Dunning
7627,2013-08-15,Dunning
7628,2013-08-15,Dunning
7629,2013-08-15,Dunning
7630,2013-08-15,Dunning
7631,2013-08-15,Dunning
7632,2013-08-15,Dunning
7633,2013-08-15,Dunning
7634,2013-08-15,Dunning
7635,2013-08-15,Dunning
7636,2013-08-15,Dunning
7637,2013-08-15,Dunning
7638,2013-08-15,Dunning
7639,2013-08-15,Dunning
7640,2013-08-15,Dunning
7641,2013-08-15,Dunning
7642,2013-08-15,Dunning
7643,2013-08-15,Dunning
7644,2013-08-15,Dunning
7645,2013-08-15,Dunning
7646,2013-08-15,Dunning
7647,2013-08-15,Dunning
7648,2013-08-15,Dunning
7649,2013-08-15,Dunning
7650,2013-08-15,Dunning
7651,2013-08-15,Dunning
7652,2013-08-15,Dunning
7653,2013-08-15,Dunning
7654,2013-08-15,Dunning
7655,2013-08-15,Dunning
7656,2013-08-15,Dunning
7657,2013-08-15,Dunning
7658,2013-08-15,Dunning
7659,2013-08-15,Dunning
7660,2013-08-15,Dunning
7661,2013-08-15,Dunning
7662,2013-08-15,Dunning
7663,2013-08-15,Dunning
7664,2013-08-15,Dunning
7665,2013-08-15,Dunning
7666,2013-08-15,Dunning
7667,2013-08-15,Dunning
7668,2013-08-15,Dunning
7669,2013-08-15,Dunning
7670,2013-08-15,Dunning
7671,2013-08-15,Dunning
7672,2013-08-15,Dunning
7673,2013-08-15,Dunning
7674,2013-08-15,Dunning
7675,2013-08-15,Dunning
7676,2013-08-15,Dunning
7677,2013-08-15,Dunning
7678,2013-08-15,Dunning
7679,2013-08-15,Dunning
7680,2013-08-15,Dunning
7681,2013-08-15,Dunning
7682,2013-08-15,Dunning
7683,2013-08-15,Dunning
7684,2013-08-15,Dunning
7685,2013-08-15,Dunning
7686,2013-08-15,Dunning
7687,2013-08-15,Dunning
7688,2013-08-15,Dunning
7689,2013-08-15,Dunning
7690,2013-08-15,Dunning
7691,2013-08-15,Dunning
7692,2013-08-15,Dunning
7693,2013-08-15,Dunning
7694,2013-08-15,Dunning
7695,2013-08-15,Dunning
7696,2013-08-15,Dunning
7697,2013-08-15,Dunning
7698,2013-08-15,Dunning
7699,2013-08-15,Dunning
7700,2013-08-15,Dunning
7701,2013-08-15,Dunning
7702,2013-08-15,Dunning
7703,2013-08-15,Dunning
7704,2013-08-15,Dunning
7705,2013-08-15,Dunning
7706,2013-08-15,Dunning
7707,2013-08-15,Dunning
7708,2013-08-15,Dunning
7709,2013-08-15,Dunning
7710,2013-08-15,Dunning
7711,2013-08-15,Dunning
7712,2013-08-15,Dunning
7713,2013-08-15,Dunning
7714,2013-08-15,Dunning
7715,2013-08-15,Dunning
7716,2013-08-15,Dunning
7717,2013-08-15,Dunning
7718,2013-08-15,Dunning
7719,2013-08-15,Dunning
7720,2013-08-15,Dunning
7721,2013-08-15,Dunning
7722,2013-08-15,Dunning
7723,2013-08-15,Dunning
7724,2013-08-15,Dunning
7725,2013-08-15,Dunning
7726,2013-08-15,Dunning
7727,2013-08-15,Dunning
7728,2013-08-15,Dunning
7729,2013-08-15,Dunning
7730,2013-08-15,Dunning
7731,2013-08-15,Dunning
7732,2013-08-15,Dunning
7733,2013-08-15,Dunning
7734,2013-08-15,Dunning
7735,2013-08-15,Dunning
7736,2013-08-15,Dunning
7737,2013-08-15,Dunning
7738,2013-08-15,Dunning
7739,2013-08-15,Dunning
7740,2013-08-15,Dunning
7741,2013-08-15,Dunning
7742,2013-08-15,Dunning
7743,2013-08-15,Dunning
7744,2013-08-15,Dunning
7745,2013-08-15,Dunning
7746,2013-08-15,Dunning
7747,2013-08-15,Dunning
7748,2013-08-15,Dunning
7749,2013-08-15,Dunning
7750,2013-08-15,Dunning
7751,2013-08-15,Dunning
7752,2013-08-15,Dunning
7753,2013-08-15,Dunning
7754,2013-08-15,Dunning
7755,2013-08-15,Dunning
7756,2013-08-15,Dunning
7757,2013-08-15,Dunning
7758,2013-08-15,Dunning
7759,2013-08-15,Dunning
7760,2013-08-15,Dunning
7761,2013-08-15,Dunning
7762,2013-08-15,Dunning
7763,2013-08-15,Dunning
7764,2013-08-15,Dunning
7765,2013-08-15,Dunning
7766,2013-08-15,Dunning
7767,2013-08-15,Dunning
7768,2013-08-15,Dunning
7769,2013-08-15,Dunning
7770,2013-08-15,Dunning
7771,2013-08-15,Dunning
7772,2013-08-15,Dunning
7773,2013-08-15,Dunning
7774,2013-08-15,Dunning
7775,2013-08-15,Dunning
7776,2013-08-15,Dunning
7777,2013-08-15,Dunning
7778,2013-08-15,Dunning
7779,2013-08-15,Dunning
7780,2013-08-15,Dunning
7781,2013-08-15,Dunning
7782,2013-08-15,Dunning
7783,2013-08-15,Dunning
7784,2013-08-15,Dunning
7785,2013-08-15,Dunning
7786,2013-08-15,Dunning
7787,2013-08-15,Dunning
7788,2013-08-15,Dunning
7789,2013-08-15,Dunning
7790,2013-08-15,Dunning
7791,2013-08-15,Dunning
7792,2013-08-15,Dunning
7793,2013-08-15,Dunning
7794,2013-08-15,Dunning
7795,2013-08-15,Dunning
7796,2013-08-15,Dunning
7797,2013-08-15,Dunning
7798,2013-08-15,Dunning
7799,2013-08-15,Dunning
7800,2013-08-15,Dunning
7801,2013-08-15,Dunning
7802,2013-08-15,Dunning
7803,2013-08-15,Dunning
7804,2013-08-15,Dunning
7805,2013-08-15,Dunning
7806,2013-08-15,Dunning
7807,2013-08-15,Dunning
7808,2013-08-15,Dunning
7809,2013-08-15,Dunning
7810,2013-08-15,Dunning
7811,2013-08-15,Dunning
7812,2013-08-15,Dunning
7813,2013-08-15,Dunning
7814,2013-08-15,Dunning
7815,2013-08-15,Dunning
7816,2013-08-15,Dunning
7817,2013-08-15,Dunning
7818,2013-08-15,Dunning
7819,2013-08-15,Dunning
7820,2013-08-15,Dunning
7821,2013-08-15,Dunning
7822,2013-08-15,Dunning
7823,2013-08-15,Dunning
7824,2013-08-15,Dunning
7825,2013-08-15,Dunning
7826,2013-08-15,Dunning
7827,2013-08-15,Dunning
7828,2013-08-15,Dunning
7829,2013-08-15,Dunning
7830,2013-08-15,Dunning
7831,2013-08-15,Dunning
7832,2013-08-15,Dunning
7833,2013-08-15,Dunning
7834,2013-08-15,Dunning
7835,2013-08-15,Dunning
7836,2013-08-15,Dunning
7837,2013-08-15,Dunning
7838,2013-08-15,Dunning
7839,2013-08-15,Dunning
7840,2013-08-15,Dunning
7841,2013-08-15,Dunning
7842,2013-08-15,Dunning
7843,2013-08-15,Dunning
7844,2013-08-15,Dunning
7845,2013-08-15,Dunning
7846,2013-08-15,Dunning
7847,2013-08-15,Dunning
7848,2013-08-15,Dunning
7849,2013-08-15,Dunning
7850,2013-08-15,Dunning
7851,2013-08-15,Dunning
7852,2013-08-15,Dunning
7853,2013-08-15,Dunning
7854,2013-08-15,Dunning
7855,2013-08-15,Dunning
7856,2013-08-15,Dunning
7857,2013-08-15,Dunning
7858,2013-08-15,Dunning
7859,2013-08-15,Dunning
7860,2013-08-15,Dunning
7861,2013-08-15,Dunning
7862,2013-08-15,Dunning
7863,2013-08-15,Dunning
7864,2013-08-15,Dunning
7865,2013-08-15,Dunning
7866,2013-08-15,Dunning
7867,2013-08-15,Dunning
7868,2013-08-15,Dunning
7869,2013-08-15,Dunning
7870,2013-08-15,Dunning
7871,2013-08-15,Dunning
7872,2013-08-15,Dunning
7873,2013-08-15,Dunning
7874,2013-08-15,Dunning
7875,2013-08-15,Dunning
7876,2013-08-15,Dunning
7877,2013-08-15,Dunning
7878,2013-08-15,Dunning
7879,2013-08-15,Dunning
7880,2013-08-15,Dunning
7881,2013-08-15,Dunning
7882,2013-08-15,Dunning
7883,2013-08-15,Dunning
7884,2013-08-15,Dunning
7885,2013-08-15,Dunning
7886,2013-08-15,Dunning
7887,2013-08-15,Dunning
7888,2013-08-15,Dunning
7889,2013-08-15,Dunning
7890,2013-08-15,Dunning
7891,2013-08-15,Dunning
7892,2013-08-15,Dunning
7893,2013-08-15,Dunning
7894,2013-08-15,Dunning
7895,2013-08-15,Dunning
7896,2013-08-15,Dunning
7897,2013-08-15,Dunning
7898,2013-08-15,Dunning
7899,2013-08-15,Dunning
7900,2013-08-15,Dunning
7901,2013-08-15,Dunning
7902,2013-08-15,Dunning
7903,2013-08-15,Dunning
7904,2013-08-15,Dunning
7905,2013-08-15,Dunning
7906,2013-08-15,Dunning
7907,2013-08-15,Dunning
7908,2013-08-15,Dunning
7909,2013-08-15,Dunning
7910,2013-08-15,Dunning
7911,2013-08-15,Dunning
7912,2013-08-15,Dunning
7913,2013-08-15,Dunning
7914,2013-08-15,Dunning
7915,2013-08-15,Dunning
7916,2013-08-15,Dunning
7917,2013-08-15,Dunning
7918,2013-08-15,Dunning
7919,2013-08-15,Dunning
7920,2013-08-15,Dunning
7921,2013-08-15,Dunning
7922,2013-08-15,Portage Park
7923,2013-08-15,Dunning
7924,2013-08-15,Dunning
7925,2013-08-15,Dunning
7926,2013-08-15,Dunning
7927,2013-08-15,Dunning
7928,2013-08-15,Dunning
7929,2013-08-15,Portage Park
7930,2013-08-15,Portage Park
7931,2013-08-15,Portage Park
7932,2013-08-15,Portage Park
7933,2013-08-15,Portage Park
7934,2013-08-15,Portage Park
7935,2013-08-15,Portage Park
7936,2013-08-15,Portage Park
7937,2013-08-15,Portage Park
7938,2013-08-15,Portage Park
7939,2013-08-15,Portage Park
7940,2013-08-15,Portage Park
7941,2013-08-15,Portage Park
7942,2013-08-15,Portage Park
7943,2013-08-15,Portage Park
7944,2013-08-15,Portage Park
7945,2013-08-15,Portage Park
7946,2013-08-15,Portage Park
7947,2013-08-15,Portage Park
7948,2013-08-15,Portage Park
7949,2013-08-15,Portage Park
7950,2013-08-15,Portage Park
7951,2013-08-15,Portage Park
7952,2013-08-15,Portage Park
7953,2013-08-15,Portage Park
7954,2013-08-15,Portage Park
7955,2013-08-15,Portage Park
7956,2013-08-15,Portage Park
7957,2013-08-15,Portage Park
7958,2013-08-15,Portage Park
7959,2013-08-15,Portage Park
7960,2013-08-15,Portage Park
7961,2013-08-15,Portage Park
7962,2013-08-15,Portage Park
7963,2013-08-15,Portage Park
7964,2013-08-15,Portage Park
7965,2013-08-15,Portage Park
7966,2013-08-15,Portage Park
7967,2013-08-15,Portage Park
7968,2013-08-15,Portage Park
7969,2013-08-15,Portage Park
7970,2013-08-15,Portage Park
7971,2013-08-15,Portage Park
7972,2013-08-15,Portage Park
7973,2013-08-15,Portage Park
7974,2013-08-15,Portage Park
7975,2013-08-15,Portage Park
7976,2013-08-15,Portage Park
7977,2013-08-15,Portage Park
7978,2013-08-15,Portage Park
7979,2013-08-15,Portage Park
7980,2013-08-15,Portage Park
7981,2013-08-15,Portage Park
7982,2013-08-15,Austin
7983,2013-08-15,Austin
7984,2013-08-15,Austin
7985,2013-08-15,Austin
7986,2013-08-15,Austin
7987,2013-08-15,Austin
7988,2013-08-15,Austin
7989,2013-08-15,Austin
7990,2013-08-15,Austin
7991,2013-08-15,Austin
7992,2013-08-15,Austin
7993,2013-08-15,Austin
7994,2013-08-15,Austin
7995,2013-08-15,Austin
7996,2013-08-15,Austin
7997,2013-08-15,Austin
7998,2013-08-15,Austin
7999,2013-08-15,Austin
8000,2013-08-15,Austin
8001,2013-08-15,Austin
8002,2013-08-15,Austin
8003,2013-08-15,Austin
8004,2013-08-15,Austin
8005,2013-08-15,Austin
8006,2013-08-15,Austin
8007,2013-08-15,Austin
8008,2013-08-15,Austin
8009,2013-08-15,Austin
8010,2013-08-15,Austin
8011,2013-08-15,Austin
8012,2013-08-15,Austin
8013,2013-08-15,Austin
8014,2013-08-15,Austin
8015,2013-08-15,Austin
8016,2013-08-15,Austin
8017,2013-08-15,Austin
8018,2013-08-15,Austin
8019,2013-08-15,Austin
8020,2013-08-15,Austin
8021,2013-08-15,Austin
8022,2013-08-15,Austin
8023,2013-08-15,Austin
8024,2013-08-15,Austin
8025,2013-08-15,Austin
8026,2013-08-15,Austin
8027,2013-08-15,Austin
8028,2013-08-15,Austin
8029,2013-08-15,Austin
8030,2013-08-15,Austin
8031,2013-08-15,Austin
8032,2013-08-15,Austin
8033,2013-08-15,Austin
8034,2013-08-15,Austin
8035,2013-08-15,Austin
8036,2013-08-15,Austin
8037,2013-08-15,Austin
8038,2013-08-15,Austin
8039,2013-08-15,Austin
8040,2013-08-15,Austin
8041,2013-08-15,Austin
8042,2013-08-15,Austin
8043,2013-08-15,Austin
8044,2013-08-15,Austin
8045,2013-08-15,Austin
8046,2013-08-15,Austin
8047,2013-08-15,Austin
8048,2013-08-15,Austin
8049,2013-08-15,Austin
8050,2013-08-15,Austin
8051,2013-08-15,Austin
8052,2013-08-15,Austin
8053,2013-08-15,Austin
8054,2013-08-15,Austin
8055,2013-08-15,Austin
8056,2013-08-15,Austin
8057,2013-08-15,Austin
8058,2013-08-15,Austin
8059,2013-08-15,Austin
8060,2013-08-15,Austin
8061,2013-08-15,Austin
8062,2013-08-15,Austin
8063,2013-08-15,Austin
8064,2013-08-15,Austin
8065,2013-08-15,Austin
8066,2013-08-15,Austin
8067,2013-08-15,Austin
8068,2013-08-15,Austin
8069,2013-08-15,Austin
8070,2013-08-15,Austin
8071,2013-08-15,Austin
8072,2013-08-15,Austin
8073,2013-08-15,Austin
8074,2013-08-15,Austin
8075,2013-08-15,Austin
8076,2013-08-15,Austin
8077,2013-08-15,Austin
8078,2013-08-15,Austin
8079,2013-08-15,Austin
8080,2013-08-15,Austin
8081,2013-08-15,Austin
8082,2013-08-15,Austin
8083,2013-08-15,Austin
8084,2013-08-15,Austin
8085,2013-08-15,Austin
8086,2013-08-15,Austin
8087,2013-08-15,Austin
8088,2013-08-15,Austin
8089,2013-08-15,Austin
8090,2013-08-15,Austin
8091,2013-08-15,Austin
8092,2013-08-15,Austin
8093,2013-08-15,Austin
8094,2013-08-15,Austin
8095,2013-08-15,Austin
8096,2013-08-15,Austin
8097,2013-08-15,Austin
8098,2013-08-15,Austin
8099,2013-08-15,Austin
8100,2013-08-15,Austin
8101,2013-08-15,Austin
8102,2013-08-15,Austin
8103,2013-08-15,Austin
8104,2013-08-15,Austin
8105,2013-08-15,Austin
8106,2013-08-15,Austin
8107,2013-08-15,Austin
8108,2013-08-15,Austin
8109,2013-08-15,Austin
8110,2013-08-15,Austin
8111,2013-08-15,Austin
8112,2013-08-15,Austin
8113,2013-08-15,Austin
8114,2013-08-15,Austin
8115,2013-08-15,Austin
8116,2013-08-15,Austin
8117,2013-08-15,Austin
8118,2013-08-15,Austin
8119,2013-08-15,Austin
8120,2013-08-15,Austin
8121,2013-08-15,Austin
8122,2013-08-15,Austin
8123,2013-08-15,Austin
8124,2013-08-15,Austin
8125,2013-08-15,Austin
8126,2013-08-15,Austin
8127,2013-08-15,Austin
8128,2013-08-15,Austin
8129,2013-08-15,Austin
8130,2013-08-15,Austin
8131,2013-08-15,Austin
8132,2013-08-15,Austin
8133,2013-08-15,Austin
8134,2013-08-15,Austin
8135,2013-08-15,Austin
8136,2013-08-15,Austin
8137,2013-08-15,Austin
8138,2013-08-15,Austin
8139,2013-08-15,Austin
8140,2013-08-15,Austin
8141,2013-08-15,Austin
8142,2013-08-15,Austin
8143,2013-08-15,Austin
8144,2013-08-15,Austin
8145,2013-08-15,Austin
8146,2013-08-15,Austin
8147,2013-08-15,Austin
8148,2013-08-15,Austin
8149,2013-08-15,Austin
8150,2013-08-15,Austin
8151,2013-08-15,Austin
8152,2013-08-15,Austin
8153,2013-08-15,Austin
8154,2013-08-15,Austin
8155,2013-08-15,Austin
8156,2013-08-15,Austin
8157,2013-08-15,Austin
8158,2013-08-15,Austin
8159,2013-08-15,Austin
8160,2013-08-15,Austin
8161,2013-08-15,Austin
8162,2013-08-15,Austin
8163,2013-08-15,Austin
8164,2013-08-15,Austin
8165,2013-08-15,Austin
8166,2013-08-15,Austin
8167,2013-08-15,Austin
8168,2013-08-15,Austin
8169,2013-08-15,Austin
8170,2013-08-15,Austin
8171,2013-08-15,Austin
8172,2013-08-15,Austin
8173,2013-08-15,Austin
8174,2013-08-15,Austin
8175,2013-08-15,Austin
8176,2013-08-15,Austin
8177,2013-08-15,Austin
8178,2013-08-15,Austin
8179,2013-08-15,Austin
8180,2013-08-15,Austin
8181,2013-08-15,Austin
8182,2013-08-15,Austin
8183,2013-08-15,Austin
8184,2013-08-15,Austin
8185,2013-08-15,Austin
8186,2013-08-15,Austin
8187,2013-08-15,Austin
8188,2013-08-15,Austin
8189,2013-08-15,Austin
8190,2013-08-15,Austin
8191,2013-08-15,Austin
8192,2013-08-15,Austin
8193,2013-08-15,Austin
8194,2013-08-15,Austin
8195,2013-08-15,Austin
8196,2013-08-15,Austin
8197,2013-08-15,Austin
8198,2013-08-15,Austin
8199,2013-08-15,Austin
8200,2013-08-15,Austin
8201,2013-08-15,Austin
8202,2013-08-15,Austin
8203,2013-08-15,Austin
8204,2013-08-15,Austin
8205,2013-08-15,Austin
8206,2013-08-15,Austin
8207,2013-08-15,Austin
8208,2013-08-15,Austin
8209,2013-08-15,Austin
8210,2013-08-15,Austin
8211,2013-08-15,Austin
8212,2013-08-15,Austin
8213,2013-08-15,Austin
8214,2013-08-15,Austin
8215,2013-08-15,Austin
8216,2013-08-15,Austin
8217,2013-08-15,Austin
8218,2013-08-15,Austin
8219,2013-08-15,Austin
8220,2013-08-15,Austin
8221,2013-08-15,Austin
8222,2013-08-15,Austin
8223,2013-08-15,Austin
8224,2013-08-15,Austin
8225,2013-08-15,Austin
8226,2013-08-15,Austin
8227,2013-08-15,Austin
8228,2013-08-15,Austin
8229,2013-08-15,Austin
8230,2013-08-15,Austin
8231,2013-08-15,Austin
8232,2013-08-15,Austin
8233,2013-08-15,Austin
8234,2013-08-15,Austin
8235,2013-08-15,Austin
8236,2013-08-15,Austin
8237,2013-08-15,Austin
8238,2013-08-15,Austin
8239,2013-08-15,Austin
8240,2013-08-15,Austin
8241,2013-08-15,Austin
8242,2013-08-15,Austin
8243,2013-08-15,Austin
8244,2013-08-15,Austin
8245,2013-08-15,Austin
8246,2013-08-15,Austin
8247,2013-08-15,Austin
8248,2013-08-15,Austin
8249,2013-08-15,Austin
8250,2013-08-15,Austin
8251,2013-08-15,Austin
8252,2013-08-15,Austin
8253,2013-08-15,Austin
8254,2013-08-15,Austin
8255,2013-08-15,Austin
8256,2013-08-15,Austin
8257,2013-08-15,Austin
8258,2013-08-15,Austin
8259,2013-08-15,Austin
8260,2013-08-15,Austin
8261,2013-08-15,Austin
8262,2013-08-15,Austin
8263,2013-08-15,Austin
8264,2013-08-15,Austin
8265,2013-08-15,Austin
8266,2013-08-15,Austin
8267,2013-08-15,Austin
8268,2013-08-15,Austin
8269,2013-08-15,Austin
8270,2013-08-15,Austin
8271,2013-08-15,Austin
8272,2013-08-15,Austin
8273,2013-08-15,Austin
8274,2013-08-15,Austin
8275,2013-08-15,Austin
8276,2013-08-15,Austin
8277,2013-08-15,Austin
8278,2013-08-15,Austin
8279,2013-08-15,Austin
8280,2013-08-15,Austin
8281,2013-08-15,Austin
8282,2013-08-15,Austin
8283,2013-08-15,Austin
8284,2013-08-15,Austin
8285,2013-08-15,Austin
8286,2013-08-15,Austin
8287,2013-08-15,Austin
8288,2013-08-15,Austin
8289,2013-08-15,Austin
8290,2013-08-15,Austin
8291,2013-08-15,Austin
8292,2013-08-15,Austin
8293,2013-08-15,Austin
8294,2013-08-15,Austin
8295,2013-08-15,Austin
8296,2013-08-15,Austin
8297,2013-08-15,Austin
8298,2013-08-15,Austin
8299,2013-08-15,Austin
8300,2013-08-15,Austin
8301,2013-08-15,Austin
8302,2013-08-15,Austin
8303,2013-08-15,Austin
8304,2013-08-15,Austin
8305,2013-08-15,Austin
8306,2013-08-15,Austin
8307,2013-08-15,Austin
8308,2013-08-15,Austin
8309,2013-08-15,Austin
8310,2013-08-15,Austin
8311,2013-08-15,Austin
8312,2013-08-15,Austin
8313,2013-08-15,Austin
8314,2013-08-15,Austin
8315,2013-08-15,Austin
8316,2013-08-15,Austin
8317,2013-08-15,Austin
8318,2013-08-15,Austin
8319,2013-08-15,Austin
8320,2013-08-15,Austin
8321,2013-08-15,Austin
8322,2013-08-15,Austin
8323,2013-08-15,Austin
8324,2013-08-15,Austin
8325,2013-08-15,Austin
8326,2013-08-15,Austin
8327,2013-08-15,Austin
8328,2013-08-15,Austin
8329,2013-08-15,Austin
8330,2013-08-15,Austin
8331,2013-08-15,Austin
8332,2013-08-15,Austin
8333,2013-08-15,Austin
8334,2013-08-15,Austin
8335,2013-08-15,Austin
8336,2013-08-15,Austin
8337,2013-08-15,Austin
8338,2013-08-15,Austin
8339,2013-08-15,Austin
8340,2013-08-15,Austin
8341,2013-08-15,Austin
8342,2013-08-15,Austin
8343,2013-08-15,Austin
8344,2013-08-15,Austin
8345,2013-08-15,Austin
8346,2013-08-15,Austin
8347,2013-08-15,Austin
8348,2013-08-15,Austin
8349,2013-08-15,Austin
8350,2013-08-15,Austin
8351,2013-08-15,Austin
8352,2013-08-15,Austin
8353,2013-08-15,Austin
8354,2013-08-15,Austin
8355,2013-08-15,Austin
8356,2013-08-15,Austin
8357,2013-08-15,Austin
8358,2013-08-15,Austin
8359,2013-08-15,Austin
8360,2013-08-15,Austin
8361,2013-08-15,Austin
8362,2013-08-15,Austin
8363,2013-08-15,Austin
8364,2013-08-15,Austin
8365,2013-08-15,Austin
8366,2013-08-15,Austin
8367,2013-08-15,Austin
8368,2013-08-15,Austin
8369,2013-08-15,Austin
8370,2013-08-15,Austin
8371,2013-08-15,Austin
8372,2013-08-15,Austin
8373,2013-08-15,Austin
8374,2013-08-15,Austin
8375,2013-08-15,Austin
8376,2013-08-15,Austin
8377,2013-08-15,Austin
8378,2013-08-15,Austin
8379,2013-08-15,Austin
8380,2013-08-15,Austin
8381,2013-08-15,Austin
8382,2013-08-15,Austin
8383,2013-08-15,Austin
8384,2013-08-15,Austin
8385,2013-08-15,Austin
8386,2013-08-15,Austin
8387,2013-08-15,Austin
8388,2013-08-15,Austin
8389,2013-08-15,Austin
8390,2013-08-15,Austin
8391,2013-08-15,Austin
8392,2013-08-15,Austin
8393,2013-08-15,Austin
8394,2013-08-15,Austin
8395,2013-08-15,Austin
8396,2013-08-15,Austin
8397,2013-08-15,Austin
8398,2013-08-15,Austin
8399,2013-08-15,Austin
8400,2013-08-15,Austin
8401,2013-08-15,Austin
8402,2013-08-15,Austin
8403,2013-08-15,Austin
8404,2013-08-15,Austin
8405,2013-08-15,Austin
8406,2013-08-15,Austin
8407,2013-08-15,Austin
8408,2013-08-15,Austin
8409,2013-08-15,Austin
8410,2013-08-15,Austin
8411,2013-08-15,Austin
8412,2013-08-15,Austin
8413,2013-08-15,Austin
8414,2013-08-15,Austin
8415,2013-08-15,Austin
8416,2013-08-15,Austin
8417,2013-08-15,Austin
8418,2013-08-15,Austin
8419,2013-08-15,Austin
8420,2013-08-15,Austin
8421,2013-08-15,Austin
8422,2013-08-15,Austin
8423,2013-08-15,Austin
8424,2013-08-15,Austin
8425,2013-08-15,Austin
8426,2013-08-15,Austin
8427,2013-08-15,Austin
8428,2013-08-15,Austin
8429,2013-08-15,Austin
8430,2013-08-15,Austin
8431,2013-08-15,Austin
8432,2013-08-15,Austin
8433,2013-08-15,Austin
8434,2013-08-15,Austin
8435,2013-08-15,Austin
8436,2013-08-15,Austin
8437,2013-08-15,Austin
8438,2013-08-15,Austin
8439,2013-08-15,Austin
8440,2013-08-15,Austin
8441,2013-08-15,Austin
8442,2013-08-15,Austin
8443,2013-08-15,Austin
8444,2013-08-15,Austin
8445,2013-08-15,Austin
8446,2013-08-15,Austin
8447,2013-08-15,Austin
8448,2013-08-15,Austin
8449,2013-08-15,Austin
8450,2013-08-15,Austin
8451,2013-08-15,Austin
8452,2013-08-15,Austin
8453,2013-08-15,Austin
8454,2013-08-15,Austin
8455,2013-08-15,Austin
8456,2013-08-15,Austin
8457,2013-08-15,Austin
8458,2013-08-15,Austin
8459,2013-08-15,Austin
8460,2013-08-15,Austin
8461,2013-08-15,Austin
8462,2013-08-15,Austin
8463,2013-08-15,Austin
8464,2013-08-15,Austin
8465,2013-08-15,Austin
8466,2013-08-15,Austin
8467,2013-08-15,Austin
8468,2013-08-15,Austin
8469,2013-08-15,Austin
8470,2013-08-15,Austin
8471,2013-08-15,Austin
8472,2013-08-15,Austin
8473,2013-08-15,Austin
8474,2013-08-15,Austin
8475,2013-08-15,Austin
8476,2013-08-15,Austin
8477,2013-08-15,Austin
8478,2013-08-15,Austin
8479,2013-08-15,Austin
8480,2013-08-15,Austin
8481,2013-08-15,Austin
8482,2013-08-15,Austin
8483,2013-08-15,Austin
8484,2013-08-15,Austin
8485,2013-08-15,Austin
8486,2013-08-15,Austin
8487,2013-08-15,Austin
8488,2013-08-15,Austin
8489,2013-08-15,Austin
8490,2013-08-15,Austin
8491,2013-08-15,Austin
8492,2013-08-15,Austin
8493,2013-08-15,Austin
8494,2013-08-15,Austin
8495,2013-08-15,Austin
8496,2013-08-15,Austin
8497,2013-08-15,Austin
8498,2013-08-15,Austin
8499,2013-08-15,Austin
8500,2013-08-15,Austin
8501,2013-08-15,Austin
8502,2013-08-15,Austin
